Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MTR,Mesa Royalty Trust,6.0054,$11.19M,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mtr
MPW,"Medical Properties Trust, Inc.",21.49,$11.12B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mpw
FNF,"Fidelity National Financial, Inc.",39.97,$11.02B,2014,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/fnf
WTRG,"Essential Utilities, Inc.",46.34,$10B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/wtrg
MR,Montage Resources Corporation,3.06,$109.58M,2014,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mr
CCM,Concord Medical Services Holdings Limited,2.5,$108.48M,2009,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm
LMT,Lockheed Martin Corporation,384.6,$108.43B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/lmt
RY,Royal Bank Of Canada,75.99,$108.2B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ry
BP,BP p.l.c.,31.53,$106.43B,n/a,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/bp
LITB,"LightInTheBox Holding Co., Ltd.",0.9379,$104.9M,2013,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/litb
GSL,"Global Ship Lease, Inc.",5.97,$104.81M,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/gsl
LIN,Linde plc,194.95,$104.72B,2018,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/lin
GSK,GlaxoSmithKline PLC,41.59,$104.32B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/gsk
RNGR,"Ranger Energy Services, Inc.",6.62,$103.55M,2017,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/rngr
AMT,American Tower Corporation (REIT),232.93,$103.17B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/amt
DHR,Danaher Corporation,147.05,$102.38B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/dhr
SDRL,Seadrill Limited,1.02,$102.23M,2018,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/sdrl
NWHM,New Home Company Inc. (The),5.08,$102.09M,2014,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/nwhm
FTSI,"FTS International, Inc.",0.9375,$100.52M,2018,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/ftsi
HDB,HDFC Bank Limited,54.99,$100.42B,2001,Finance,Commercial Banks,https://old.nasdaq.com/symbol/hdb
CTRA,"Contura Energy, Inc.",5.51,$100.36M,2018,Energy,Coal Mining,https://old.nasdaq.com/symbol/ctra
NMM,Navios Maritime Partners LP,9.12,$100.17M,2007,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/nmm
CE,Celanese Corporation,91.73,$10.97B,2005,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ce
ALLE,Allegion plc,118.18,$10.94B,2013,Consumer Services,Diversified Commercial Services,https://old.nasdaq.com/symbol/alle
BIO,"Bio-Rad Laboratories, Inc.",360.8,$10.8B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/bio
TAP,Molson Coors Beverage Company,50.01,$10.82B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/tap
TS,Tenaris S.A.,18.13,$10.7B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/ts
CPT,Camden Property Trust,110.76,$10.78B,1993,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cpt
PAGS,PagSeguro Digital Ltd.,32.74,$10.77B,2018,Technology,EDP Services,https://old.nasdaq.com/symbol/pags
RE,"Everest Re Group, Ltd.",261.81,$10.68B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/re
FICO,Fair Isaac Corporation,366.1,$10.67B,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/fico
EQH,"Equitable Holdings, Inc.",21.45,$10.5B,2018,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/eqh
FDS,FactSet Research Systems Inc.,278.52,$10.56B,1996,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/fds
PNW,Pinnacle West Capital Corporation,93.61,$10.53B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/pnw
VNO,Vornado Realty Trust,54.43,$10.4B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/vno
CDAY,Ceridian HCM Holding Inc.,72.44,$10.3B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cday
GL,Globe Life Inc.,95.48,$10.34B,n/a,Finance,Life Insurance,https://old.nasdaq.com/symbol/gl
HST,"Host Hotels & Resorts, Inc.",14.78,$10.32B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/hst
NI,"NiSource, Inc",27.3,$10.2B,n/a,Public Utilities,Power Generation,https://old.nasdaq.com/symbol/ni
IHG,Intercontinental Hotels Group,55.64,$10.13B,n/a,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/ihg
Y,Alleghany Corporation,704.87,$10.12B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/y
BKI,"Black Knight, Inc.",67.36,$10.07B,2017,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/bki
BAH,Booz Allen Hamilton Holding Corporation,71.68,$10.05B,2010,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/bah
VST,Vistra Energy Corp.,20.59,$10.04B,n/a,Public Utilities,Electric Utilities: Central,https://old.nasdaq.com/symbol/vst
GSX,GSX Techedu Inc.,42,$10.02B,2019,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/gsx
AM,Antero Midstream Corporation,4.12,$1.99B,2017,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/am
AMK,"AssetMark Financial Holdings, Inc.",27.54,$1.99B,2019,Finance,Investment Managers,https://old.nasdaq.com/symbol/amk
SRG,Seritage Growth Properties,35,$1.99B,2015,Finance,Real Estate,https://old.nasdaq.com/symbol/srg
NGVT,Ingevity Corporation,47.32,$1.98B,2016,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/ngvt
NVTA,Invitae Corporation,20.23,$1.98B,2015,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/nvta
CLNY,"Colony Capital, Inc.",4.04,$1.97B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clny
EURN,Euronav NV,9.18,$1.97B,2015,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/eurn
KFY,Korn Ferry ,35.73,$1.97B,1999,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/kfy
R,"Ryder System, Inc.",36.9,$1.97B,n/a,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/r
GNW,Genworth Financial Inc,3.89,$1.96B,2004,Finance,Life Insurance,https://old.nasdaq.com/symbol/gnw
SPXC,SPX Corporation,44.41,$1.96B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/spxc
SCL,Stepan Company,87.12,$1.96B,n/a,Basic Industries,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/scl
LADR,Ladder Capital Corp,16.28,$1.95B,2014,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ladr
KTB,"Kontoor Brands, Inc.",34.01,$1.94B,2019,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/ktb
JELD,"JELD-WEN Holding, Inc.",19.16,$1.93B,2017,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/jeld
PRO,"PROS Holdings, Inc.",44.8,$1.93B,2007,Technology,EDP Services,https://old.nasdaq.com/symbol/pro
INT,World Fuel Services Corporation,29.54,$1.93B,n/a,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/int
GOLF,Acushnet Holdings Corp.,25.57,$1.92B,2016,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/golf
GEO,Geo Group Inc (The),15.8,$1.92B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/geo
SCS,Steelcase Inc.,16.42,$1.92B,1998,Consumer Durables,Office Equipment/Supplies/Services,https://old.nasdaq.com/symbol/scs
EGHT,8x8 Inc,18.65,$1.91B,n/a,Technology,EDP Services,https://old.nasdaq.com/symbol/eght
AKR,Acadia Realty Trust,23.29,$1.91B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/akr
WHD,"Cactus, Inc.",25.37,$1.91B,2018,Energy,Metal Fabrications,https://old.nasdaq.com/symbol/whd
CMP,"Compass Minerals International, Inc.",56.49,$1.91B,2003,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/cmp
BMA,Macro Bank Inc.,29.8,$1.91B,n/a,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bma
CVA,Covanta Holding Corporation,13.71,$1.8B,n/a,Basic Industries,Electric Utilities: Central,https://old.nasdaq.com/symbol/cva
DEA,"Easterly Government Properties, Inc.",24.04,$1.8B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/dea
ENLC,"EnLink Midstream, LLC",3.68,$1.8B,n/a,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/enlc
GSH,Guangshen Railway Company Limited,12.7,$1.8B,n/a,Transportation,Railroads,https://old.nasdaq.com/symbol/gsh
MWA,Mueller Water Products Inc,11.36,$1.8B,2006,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mwa
PING,Ping Identity Holding Corp.,22.57,$1.8B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/ping
WGO,"Winnebago Industries, Inc.",53.43,$1.8B,n/a,Consumer Non-Durables,Homebuilding,https://old.nasdaq.com/symbol/wgo
ETRN,Equitrans Midstream Corporation,7.41,$1.89B,2018,Public Utilities,Natural Gas Distribution,https://old.nasdaq.com/symbol/etrn
FBC,"Flagstar Bancorp, Inc.",33.37,$1.89B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/fbc
HTH,Hilltop Holdings Inc.,20.86,$1.89B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/hth
PBH,Prestige Consumer Healthcare Inc.,37.65,$1.89B,2005,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/pbh
CXW,"CoreCivic, Inc.",15.76,$1.88B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cxw
BMI,"Badger Meter, Inc.",64.35,$1.87B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bmi
HTZ,"Hertz Global Holdings, Inc",13.15,$1.87B,2016,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/htz
INST,"Instructure, Inc.",48.75,$1.87B,2015,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/inst
LTC,"LTC Properties, Inc.",47.06,$1.87B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ltc
RWT,"Redwood Trust, Inc.",16.59,$1.87B,1995,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/rwt
DRH,Diamondrock Hospitality Company,9.22,$1.85B,2005,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/drh
DOOR,Masonite International Corporation,74.19,$1.85B,n/a,Basic Industries,Forest Products,https://old.nasdaq.com/symbol/door
WOR,"Worthington Industries, Inc.",32.95,$1.85B,n/a,Capital Goods,Steel/Iron Ore,https://old.nasdaq.com/symbol/wor
CADE,Cadence Bancorporation,14.42,$1.84B,2017,Finance,Major Banks,https://old.nasdaq.com/symbol/cade
CRS,Carpenter Technology Corporation,38.52,$1.84B,n/a,Basic Industries,Steel/Iron Ore,https://old.nasdaq.com/symbol/crs
UFS,Domtar Corporation,28.34,$1.84B,n/a,Basic Industries,Paper,https://old.nasdaq.com/symbol/ufs
FSLY,"Fastly, Inc.",19.61,$1.84B,2019,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/fsly
RIG,Transocean Ltd.,3.01,$1.84B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/rig
FSS,Federal Signal Corporation,30.24,$1.83B,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/fss
SJW,SJW Group,64.36,$1.83B,n/a,Public Utilities,Water Supply,https://old.nasdaq.com/symbol/sjw
WBT,"Welbilt, Inc.",12.97,$1.83B,2016,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/wbt
BDC,Belden Inc,40.05,$1.82B,n/a,Basic Industries,Telecommunications Equipment,https://old.nasdaq.com/symbol/bdc
GTN,"Gray Television, Inc.",18.04,$1.81B,n/a,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/gtn
NOAH,Noah Holdings Ltd.,29.39,$1.81B,2010,Finance,Investment Managers,https://old.nasdaq.com/symbol/noah
CUB,Cubic Corporation,57.31,$1.79B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cub
MGY,Magnolia Oil & Gas Corporation,7.07,$1.79B,2017,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/mgy
PJT,PJT Partners Inc.,45.95,$1.79B,2015,Finance,Investment Managers,https://old.nasdaq.com/symbol/pjt
BSM,"Black Stone Minerals, L.P.",8.64,$1.78B,2015,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm
HI,Hillenbrand Inc,23.87,$1.78B,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://old.nasdaq.com/symbol/hi
OI,"O-I Glass, Inc.",11.41,$1.78B,n/a,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/oi
PQG,PQ Group Holdings Inc.,13.04,$1.78B,2017,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/pqg
FBP,First BanCorp.,8.14,$1.77B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/fbp
XHR,"Xenia Hotels & Resorts, Inc.",15.7,$1.77B,2015,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/xhr
GDOT,Green Dot Corporation,33.93,$1.76B,2010,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/gdot
CLI,Mack-Cali Realty Corporation,19.44,$1.76B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cli
MC,Moelis & Company,33.15,$1.76B,2014,Finance,Investment Managers,https://old.nasdaq.com/symbol/mc
VGR,Vector Group Ltd.,11.94,$1.76B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/vgr
ABG,Asbury Automotive Group Inc,90.08,$1.74B,2002,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/abg
ATKR,Atkore International Group Inc.,36.69,$1.74B,2016,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/atkr
WCC,"WESCO International, Inc.",41.62,$1.74B,1999,Consumer Non-Durables,Telecommunications Equipment,https://old.nasdaq.com/symbol/wcc
AG,First Majestic Silver Corp.,8.3,$1.73B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ag
YEXT,"Yext, Inc.",15.04,$1.73B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/yext
ACB,Aurora Cannabis Inc.,1.45,$1.69B,2018,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/acb
FIT,"Fitbit, Inc.",6.36,$1.69B,2015,Technology,Computer Manufacturing,https://old.nasdaq.com/symbol/fit
GNL,"Global Net Lease, Inc.",18.87,$1.69B,2015,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/gnl
HMN,Horace Mann Educators Corporation,40.91,$1.69B,1991,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/hmn
MTOR,"Meritor, Inc.",22.56,$1.67B,n/a,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/mtor
EPC,Edgewell Personal Care,30.39,$1.65B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,https://old.nasdaq.com/symbol/epc
MLI,"Mueller Industries, Inc.",29.04,$1.65B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/mli
CSTM,Constellium SE,11.89,$1.63B,2013,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/cstm
IIPR,"Innovative Industrial Properties, Inc.",94.98,$1.62B,2016,Finance,Real Estate,https://old.nasdaq.com/symbol/iipr
ATGE,Adtalem Global Education Inc.,30.43,$1.61B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/atge
GOOS,Canada Goose Holdings Inc.,27.12,$1.61B,2017,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/goos
VET,Vermilion Energy Inc.,10.28,$1.61B,n/a,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/vet
CEO,CNOOC Limited,139.52,$1.5B,2001,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/ceo
KN,Knowles Corporation,16.33,$1.5B,2014,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/kn
FIX,"Comfort Systems USA, Inc.",43.27,$1.59B,1997,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/fix
MTX,Minerals Technologies Inc.,46.13,$1.59B,1992,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/mtx
PRA,ProAssurance Corporation,29.65,$1.59B,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/pra
ALX,"Alexander&#39;s, Inc.",310,$1.58B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/alx
GPI,"Group 1 Automotive, Inc.",85.93,$1.58B,1997,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/gpi
ELY,Callaway Golf Company,16.67,$1.57B,1992,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/ely
KAMN,Kaman Corporation,56.27,$1.57B,n/a,Consumer Durables,Industrial Specialties,https://old.nasdaq.com/symbol/kamn
ONTO,Onto Innovation Inc.,31.31,$1.57B,n/a,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/onto
AVNS,"Avanos Medical, Inc.",32.62,$1.56B,2014,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/avns
CLF,Cleveland-Cliffs Inc.,5.73,$1.56B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/clf
CLNC,"Colony Credit Real Estate, Inc.",12.12,$1.56B,2018,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/clnc
ZYME,Zymeworks Inc.,39.7,$1.56B,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/zyme
BRMK,Broadmark Realty Capital Inc.,11.72,$1.55B,2019,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/brmk
EGO,Eldorado Gold Corporation,9.42,$1.55B,n/a,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ego
GWB,"Great Western Bancorp, Inc.",27.65,$1.55B,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/gwb
SOGO,Sogou Inc.,3.97,$1.55B,2017,Technology,EDP Services,https://old.nasdaq.com/symbol/sogo
NTB,Bank of N.T. Butterfield & Son Limited (The),28.99,$1.54B,2016,Finance,Commercial Banks,https://old.nasdaq.com/symbol/ntb
UHT,Universal Health Realty Income Trust,112.1,$1.54B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/uht
AX,"Axos Financial, Inc.",24.81,$1.52B,2018,Finance,Savings Institutions,https://old.nasdaq.com/symbol/ax
KEM,Kemet Corporation,26.11,$1.52B,n/a,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/kem
FLOW,"SPX FLOW, Inc.",35.74,$1.52B,2015,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/flow
DK,"Delek US Holdings, Inc.",20.37,$1.51B,2017,Energy,Integrated oil Companies,https://old.nasdaq.com/symbol/dk
FRO,Frontline Ltd.,7.62,$1.51B,n/a,Transportation,Marine Transportation,https://old.nasdaq.com/symbol/fro
BCC,"Boise Cascade, L.L.C.",35.94,$1.4B,2013,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/bcc
MNR,Monmouth Real Estate Investment Corporation,14.32,$1.4B,n/a,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/mnr
OR,Osisko Gold Royalties Ltd,8.87,$1.4B,2016,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/or
TNC,Tennant Company,76.89,$1.4B,n/a,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/tnc
USNA,"USANA Health Sciences, Inc.",65.07,$1.4B,n/a,Consumer Durables,Specialty Chemicals,https://old.nasdaq.com/symbol/usna
CEQP,Crestwood Equity Partners LP,20.48,$1.49B,n/a,Consumer Services,Other Consumer Services,https://old.nasdaq.com/symbol/ceqp
TRTX,"TPG RE Finance Trust, Inc.",19.45,$1.49B,2017,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/trtx
ZUO,"Zuora, Inc.",13.15,$1.49B,2018,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/zuo
BV,"BrightView Holdings, Inc.",14.1,$1.48B,2018,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv
CPK,Chesapeake Utilities Corporation,89.98,$1.48B,n/a,Public Utilities,Oil & Gas Production,https://old.nasdaq.com/symbol/cpk
HL,Hecla Mining Company,2.82,$1.48B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://old.nasdaq.com/symbol/hl
SBH,"Sally Beauty Holdings, Inc.",12.52,$1.46B,n/a,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/sbh
